0.050000 0.050000 0.000000 -0.450000 7
0.150000 0.050000 0.100000 -0.450000 19
0.250000 0.050000 0.200000 -0.450000 0
0.350000 0.050000 0.300000 -0.450000 16
0.450000 0.050000 0.400000 -0.450000 16
0.550000 0.050000 0.500000 -0.450000 24
0.650000 0.050000 0.600000 -0.450000 15
0.750000 0.050000 0.700000 -0.450000 29
0.850000 0.050000 0.800000 -0.450000 30
0.950000 0.050000 0.900000 -0.450000 4
0.050000 0.150000 0.000000 -0.350000 23
0.150000 0.150000 0.100000 -0.350000 10
0.250000 0.150000 0.200000 -0.350000 25
0.350000 0.150000 0.300000 -0.350000 25
0.450000 0.150000 0.400000 -0.350000 25
0.550000 0.150000 0.500000 -0.350000 8
0.650000 0.150000 0.600000 -0.350000 28
0.750000 0.150000 0.700000 -0.350000 11
0.850000 0.150000 0.800000 -0.350000 7
0.950000 0.150000 0.900000 -0.350000 17
0.050000 0.250000 0.000000 -0.250000 2
0.150000 0.250000 0.100000 -0.250000 21
0.250000 0.250000 0.200000 -0.250000 3
0.350000 0.250000 0.300000 -0.250000 27
0.450000 0.250000 0.400000 -0.250000 29
0.550000 0.250000 0.500000 -0.250000 21
0.650000 0.250000 0.600000 -0.250000 0
0.750000 0.250000 0.700000 -0.250000 23
0.850000 0.250000 0.800000 -0.250000 11
0.950000 0.250000 0.900000 -0.250000 19
0.050000 0.350000 0.000000 -0.150000 15
0.150000 0.350000 0.100000 -0.150000 19
0.250000 0.350000 0.200000 -0.150000 6
0.350000 0.350000 0.300000 -0.150000 16
0.450000 0.350000 0.400000 -0.150000 3
0.550000 0.350000 0.500000 -0.150000 22
0.650000 0.350000 0.600000 -0.150000 8
0.750000 0.350000 0.700000 -0.150000 19
0.850000 0.350000 0.800000 -0.150000 20
0.950000 0.350000 0.900000 -0.150000 7
0.050000 0.450000 0.000000 -0.050000 23
0.150000 0.450000 0.100000 -0.050000 11
0.250000 0.450000 0.200000 -0.050000 17
0.350000 0.450000 0.300000 -0.050000 16
0.450000 0.450000 0.400000 -0.050000 4
0.550000 0.450000 0.500000 -0.050000 10
0.650000 0.450000 0.600000 -0.050000 25
0.750000 0.450000 0.700000 -0.050000 0
0.850000 0.450000 0.800000 -0.050000 21
0.950000 0.450000 0.900000 -0.050000 0
0.050000 0.550000 0.000000 0.050000 18
0.150000 0.550000 0.100000 0.050000 23
0.250000 0.550000 0.200000 0.050000 21
0.350000 0.550000 0.300000 0.050000 21
0.450000 0.550000 0.400000 0.050000 19
0.550000 0.550000 0.500000 0.050000 18
0.650000 0.550000 0.600000 0.050000 10
0.750000 0.550000 0.700000 0.050000 19
0.850000 0.550000 0.800000 0.050000 9
0.950000 0.550000 0.900000 0.050000 21
0.050000 0.650000 0.000000 0.150000 6
0.150000 0.650000 0.100000 0.150000 25
0.250000 0.650000 0.200000 0.150000 8
0.350000 0.650000 0.300000 0.150000 13
0.450000 0.650000 0.400000 0.150000 9
0.550000 0.650000 0.500000 0.150000 12
0.650000 0.650000 0.600000 0.150000 3
0.750000 0.650000 0.700000 0.150000 17
0.850000 0.650000 0.800000 0.150000 31
0.950000 0.650000 0.900000 0.150000 23
0.050000 0.750000 0.000000 0.250000 24
0.150000 0.750000 0.100000 0.250000 22
0.250000 0.750000 0.200000 0.250000 2
0.350000 0.750000 0.300000 0.250000 9
0.450000 0.750000 0.400000 0.250000 7
0.550000 0.750000 0.500000 0.250000 7
0.650000 0.750000 0.600000 0.250000 19
0.750000 0.750000 0.700000 0.250000 0
0.850000 0.750000 0.800000 0.250000 7
0.950000 0.750000 0.900000 0.250000 9
0.050000 0.850000 0.000000 0.350000 0
0.150000 0.850000 0.100000 0.350000 25
0.250000 0.850000 0.200000 0.350000 0
0.350000 0.850000 0.300000 0.350000 21
0.450000 0.850000 0.400000 0.350000 14
0.550000 0.850000 0.500000 0.350000 19
0.650000 0.850000 0.600000 0.350000 7
0.750000 0.850000 0.700000 0.350000 24
0.850000 0.850000 0.800000 0.350000 6
0.950000 0.850000 0.900000 0.350000 16
0.050000 0.950000 0.000000 0.450000 14
0.150000 0.950000 0.100000 0.450000 13
0.250000 0.950000 0.200000 0.450000 9
0.350000 0.950000 0.300000 0.450000 22
0.450000 0.950000 0.400000 0.450000 26
0.550000 0.950000 0.500000 0.450000 18
0.650000 0.950000 0.600000 0.450000 2
0.750000 0.950000 0.700000 0.450000 29
0.850000 0.950000 0.800000 0.450000 4
0.950000 0.950000 0.900000 0.450000 1

