0.000000 0.000000 0
1.000000 0.000000 1
2.000000 0.000000 2
3.000000 0.000000 3
4.000000 0.000000 4
5.000000 0.000000 5
6.000000 0.000000 6
7.000000 0.000000 7
8.000000 0.000000 8
9.000000 0.000000 9
10.000000 0.000000 10
11.000000 0.000000 11
12.000000 0.000000 12
13.000000 0.000000 13
14.000000 0.000000 14
15.000000 0.000000 15
16.000000 0.000000 16
17.000000 0.000000 17
18.000000 0.000000 18
19.000000 0.000000 19
20.000000 0.000000 20
21.000000 0.000000 21
22.000000 0.000000 22
23.000000 0.000000 23
24.000000 0.000000 24
25.000000 0.000000 25
26.000000 0.000000 26
27.000000 0.000000 27
28.000000 0.000000 28
29.000000 0.000000 29
30.000000 0.000000 30
31.000000 0.000000 31
0.000000 1.000000 32
1.000000 1.000000 33
2.000000 1.000000 34
3.000000 1.000000 35
4.000000 1.000000 36
5.000000 1.000000 37
6.000000 1.000000 38
7.000000 1.000000 39
8.000000 1.000000 40
9.000000 1.000000 41
10.000000 1.000000 42
11.000000 1.000000 43
12.000000 1.000000 44
13.000000 1.000000 45
14.000000 1.000000 46
15.000000 1.000000 47
16.000000 1.000000 48
17.000000 1.000000 49
18.000000 1.000000 50
19.000000 1.000000 51
20.000000 1.000000 52
21.000000 1.000000 53
22.000000 1.000000 54
23.000000 1.000000 55
24.000000 1.000000 56
25.000000 1.000000 57
26.000000 1.000000 58
27.000000 1.000000 59
28.000000 1.000000 60
29.000000 1.000000 61
30.000000 1.000000 62
31.000000 1.000000 63
0.000000 2.000000 64
1.000000 2.000000 65
2.000000 2.000000 66
3.000000 2.000000 67
4.000000 2.000000 68
5.000000 2.000000 69
6.000000 2.000000 70
7.000000 2.000000 71
8.000000 2.000000 72
9.000000 2.000000 73
10.000000 2.000000 74
11.000000 2.000000 75
12.000000 2.000000 76
13.000000 2.000000 77
14.000000 2.000000 78
15.000000 2.000000 79
16.000000 2.000000 80
17.000000 2.000000 81
18.000000 2.000000 82
19.000000 2.000000 83
20.000000 2.000000 84
21.000000 2.000000 85
22.000000 2.000000 86
23.000000 2.000000 87
24.000000 2.000000 88
25.000000 2.000000 89
26.000000 2.000000 90
27.000000 2.000000 91
28.000000 2.000000 92
29.000000 2.000000 93
30.000000 2.000000 94
31.000000 2.000000 95
0.000000 3.000000 96
1.000000 3.000000 97
2.000000 3.000000 98
3.000000 3.000000 99
4.000000 3.000000 100
5.000000 3.000000 101
6.000000 3.000000 102
7.000000 3.000000 103
8.000000 3.000000 104
9.000000 3.000000 105
10.000000 3.000000 106
11.000000 3.000000 107
12.000000 3.000000 108
13.000000 3.000000 109
14.000000 3.000000 110
15.000000 3.000000 111
16.000000 3.000000 112
17.000000 3.000000 113
18.000000 3.000000 114
19.000000 3.000000 115
20.000000 3.000000 116
21.000000 3.000000 117
22.000000 3.000000 118
23.000000 3.000000 119
24.000000 3.000000 120
25.000000 3.000000 121
26.000000 3.000000 122
27.000000 3.000000 123
28.000000 3.000000 124
29.000000 3.000000 125
30.000000 3.000000 126
31.000000 3.000000 127
0.000000 4.000000 128
1.000000 4.000000 129
2.000000 4.000000 130
3.000000 4.000000 131
4.000000 4.000000 132
5.000000 4.000000 133
6.000000 4.000000 134
7.000000 4.000000 135
8.000000 4.000000 136
9.000000 4.000000 137
10.000000 4.000000 138
11.000000 4.000000 139
12.000000 4.000000 140
13.000000 4.000000 141
14.000000 4.000000 142
15.000000 4.000000 143
16.000000 4.000000 144
17.000000 4.000000 145
18.000000 4.000000 146
19.000000 4.000000 147
20.000000 4.000000 148
21.000000 4.000000 149
22.000000 4.000000 150
23.000000 4.000000 151
24.000000 4.000000 152
25.000000 4.000000 153
26.000000 4.000000 154
27.000000 4.000000 155
28.000000 4.000000 156
29.000000 4.000000 157
30.000000 4.000000 158
31.000000 4.000000 159
0.000000 5.000000 160
1.000000 5.000000 161
2.000000 5.000000 162
3.000000 5.000000 163
4.000000 5.000000 164
5.000000 5.000000 165
6.000000 5.000000 166
7.000000 5.000000 167
8.000000 5.000000 168
9.000000 5.000000 169
10.000000 5.000000 170
11.000000 5.000000 171
12.000000 5.000000 172
13.000000 5.000000 173
14.000000 5.000000 174
15.000000 5.000000 175
16.000000 5.000000 176
17.000000 5.000000 177
18.000000 5.000000 178
19.000000 5.000000 179
20.000000 5.000000 180
21.000000 5.000000 181
22.000000 5.000000 182
23.000000 5.000000 183
24.000000 5.000000 184
25.000000 5.000000 185
26.000000 5.000000 186
27.000000 5.000000 187
28.000000 5.000000 188
29.000000 5.000000 189
30.000000 5.000000 190
31.000000 5.000000 191
0.000000 6.000000 192
1.000000 6.000000 193
2.000000 6.000000 194
3.000000 6.000000 195
4.000000 6.000000 196
5.000000 6.000000 197
6.000000 6.000000 198
7.000000 6.000000 199
8.000000 6.000000 200
9.000000 6.000000 201
10.000000 6.000000 202
11.000000 6.000000 203
12.000000 6.000000 204
13.000000 6.000000 205
14.000000 6.000000 206
15.000000 6.000000 207
16.000000 6.000000 208
17.000000 6.000000 209
18.000000 6.000000 210
19.000000 6.000000 211
20.000000 6.000000 212
21.000000 6.000000 213
22.000000 6.000000 214
23.000000 6.000000 215
24.000000 6.000000 216
25.000000 6.000000 217
26.000000 6.000000 218
27.000000 6.000000 219
28.000000 6.000000 220
29.000000 6.000000 221
30.000000 6.000000 222
31.000000 6.000000 223
0.000000 7.000000 224
1.000000 7.000000 225
2.000000 7.000000 226
3.000000 7.000000 227
4.000000 7.000000 228
5.000000 7.000000 229
6.000000 7.000000 230
7.000000 7.000000 231
8.000000 7.000000 232
9.000000 7.000000 233
10.000000 7.000000 234
11.000000 7.000000 235
12.000000 7.000000 236
13.000000 7.000000 237
14.000000 7.000000 238
15.000000 7.000000 239
16.000000 7.000000 240
17.000000 7.000000 241
18.000000 7.000000 242
19.000000 7.000000 243
20.000000 7.000000 244
21.000000 7.000000 245
22.000000 7.000000 246
23.000000 7.000000 247
24.000000 7.000000 248
25.000000 7.000000 249
26.000000 7.000000 250
27.000000 7.000000 251
28.000000 7.000000 252
29.000000 7.000000 253
30.000000 7.000000 254
31.000000 7.000000 255
0.000000 8.000000 256
1.000000 8.000000 257
2.000000 8.000000 258
3.000000 8.000000 259
4.000000 8.000000 260
5.000000 8.000000 261
6.000000 8.000000 262
7.000000 8.000000 263
8.000000 8.000000 264
9.000000 8.000000 265
10.000000 8.000000 266
11.000000 8.000000 267
12.000000 8.000000 268
13.000000 8.000000 269
14.000000 8.000000 270
15.000000 8.000000 271
16.000000 8.000000 272
17.000000 8.000000 273
18.000000 8.000000 274
19.000000 8.000000 275
20.000000 8.000000 276
21.000000 8.000000 277
22.000000 8.000000 278
23.000000 8.000000 279
24.000000 8.000000 280
25.000000 8.000000 281
26.000000 8.000000 282
27.000000 8.000000 283
28.000000 8.000000 284
29.000000 8.000000 285
30.000000 8.000000 286
31.000000 8.000000 287
0.000000 9.000000 288
1.000000 9.000000 289
