0.876755 0.479395 14.966679 3
0.876755 0.479395 -14.966679 2
0.069577 0.996834 14.966679 3
0.069577 0.996834 -14.966679 2
-0.801657 0.596545 14.966679 3
-0.801657 0.596545 -14.966679 2
-0.934851 -0.352950 14.966679 3
-0.934851 -0.352950 -14.966679 2
-0.207381 -0.977503 14.966679 3
-0.207381 -0.977503 -14.966679 2
0.711013 -0.702126 14.966679 3
0.711013 -0.702126 -14.966679 2
1.994079 0.000000 14.866864 3
1.994079 0.000000 -14.866864 2
1.748548 0.958609 14.866864 3
1.748548 0.958609 -14.866864 2
1.072419 1.681151 14.866864 3
1.072419 1.681151 -14.866864 2
0.132196 1.989693 14.866864 3
0.132196 1.989693 -14.866864 2
-0.840582 1.808252 14.866864 3
-0.840582 1.808252 -14.866864 2
-1.606358 1.181511 14.866864 3
-1.606358 1.181511 -14.866864 2
-1.976552 0.263810 14.866864 3
-1.976552 0.263810 -14.866864 2
-1.860000 -0.718856 14.866864 3
-1.860000 -0.718856 -14.866864 2
-1.285404 -1.524496 14.866864 3
-1.285404 -1.524496 -14.866864 2
-0.394264 -1.954714 14.866864 3
-0.394264 -1.954714 -14.866864 2
0.593967 -1.903564 14.866864 3
0.593967 -1.903564 -14.866864 2
1.435928 -1.383642 14.866864 3
1.435928 -1.383642 -14.866864 2
1.924277 -0.522984 14.866864 3
1.924277 -0.522984 -14.866864 2
2.938193 0.497657 14.700998 3
2.938193 0.497657 -14.700998 2
2.610432 1.437458 14.700998 3
2.610432 1.437458 -14.700998 2
1.991473 2.216907 14.700998 3
1.991473 2.216907 -14.700998 2
1.150361 2.749056 14.700998 3
1.150361 2.749056 -14.700998 2
0.180925 2.974543 14.700998 3
0.180925 2.974543 -14.700998 2
-0.808694 2.868214 14.700998 3
-0.808694 2.868214 -14.700998 2
-1.708102 2.441931 14.700998 3
-1.708102 2.441931 -14.700998 2
-2.416968 1.743246 14.700998 3
-2.416968 1.743246 -14.700998 2
-2.856216 0.850099 14.700998 3
-2.856216 0.850099 -14.700998 2
-2.976849 -0.137879 14.700998 3
-2.976849 -0.137879 -14.700998 2
-2.765408 -1.110476 14.700998 3
-2.765408 -1.110476 -14.700998 2
-2.245481 -1.959197 14.700998 3
-2.245481 -1.959197 -14.700998 2
-1.475066 -2.589366 14.700998 3
-1.475066 -2.589366 -14.700998 2
-0.540105 -2.930687 14.700998 3
-0.540105 -2.930687 -14.700998 2
0.455106 -2.945084 14.700998 3
0.455106 -2.945084 -14.700998 2
1.399549 -2.630951 14.700998 3
1.399549 -2.630951 -14.700998 2
2.187870 -2.023331 14.700998 3
2.187870 -2.023331 -14.700998 2
2.732129 -1.190004 14.700998 3
2.732129 -1.190004 -14.700998 2
2.971615 -0.223930 14.700998 3
2.971615 -0.223930 -14.700998 2
3.952761 0.000000 14.469820 3
3.952761 0.000000 -14.469820 2
3.826941 0.989367 14.469820 3
3.826941 0.989367 -14.469820 2
3.457489 1.915749 14.469820 3
3.457489 1.915749 -14.469820 2
2.867926 2.720170 14.469820 3
2.867926 2.720170 -14.469820 2
2.095784 3.351419 14.469820 3
2.095784 3.351419 -14.469820 2
1.190221 3.769310 14.469820 3
1.190221 3.769310 -14.469820 2
0.208885 3.947238 14.469820 3
0.208885 3.947238 -14.469820 2
-0.785749 3.873877 14.469820 3
-0.785749 3.873877 -14.469820 2
-1.730359 3.553896 14.469820 3
-1.730359 3.553896 -14.469820 2
-2.564812 3.007667 14.469820 3
-2.564812 3.007667 -14.469820 2
-3.235983 2.269964 14.469820 3
-3.235983 2.269964 -14.469820 2
-3.701145 1.387749 14.469820 3
-3.701145 1.387749 -14.469820 2
-3.930684 0.417188 14.469820 3
-3.930684 0.417188 -14.469820 2
-3.909987 -0.579932 14.469820 3
-3.909987 -0.579932 -14.469820 2
-3.640373 -1.540132 14.469820 3
-3.640373 -1.540132 -14.469820 2
-3.139004 -2.402285 14.469820 3
-3.139004 -2.402285 -14.469820 2
-2.437799 -3.111503 14.469820 3
-2.437799 -3.111503 -14.469820 2
-1.581399 -3.622637 14.469820 3
-1.581399 -3.622637 -14.469820 2
-0.624323 -3.903145 14.469820 3
-0.624323 -3.903145 -14.469820 2
0.372498 -3.935170 14.469820 3
0.372498 -3.935170 -14.469820 2
1.345606 -3.716674 14.469820 3
1.345606 -3.716674 -14.469820 2
2.233049 -3.261566 14.469820 3
2.233049 -3.261566 -14.469820 2
2.978332 -2.598819 14.469820 3
2.978332 -2.598819 -14.469820 2
3.534007 -1.770626 14.469820 3
3.534007 -1.770626 -14.469820 2
3.864699 -0.829711 14.469820 3
3.864699 -0.829711 -14.469820 2
4.882473 0.499136 14.174355 3
4.882473 0.499136 -14.174355 2
4.680478 1.476757 14.174355 3
4.680478 1.476757 -14.174355 2
4.284844 2.393282 14.174355 3
4.284844 2.393282 -14.174355 2
3.711939 3.210793 14.174355 3
3.711939 3.210793 -14.174355 2
2.985465 3.895469 14.174355 3
2.985465 3.895469 -14.174355 2
2.135478 4.418984 14.174355 3
2.135478 4.418984 -14.174355 2
1.197143 4.759678 14.174355 3
1.197143 4.759678 -14.174355 2
0.209280 4.903457 14.174355 3
0.209280 4.903457 -14.174355 2
-0.787241 4.844372 14.174355 3
-0.787241 4.844372 -14.174355 2
-1.751193 4.584867 14.174355 3
-1.751193 4.584867 -14.174355 2
-2.642695 4.135680 14.174355 3
-2.642695 4.135680 -14.174355 2
-3.424865 3.515393 14.174355 3
-3.424865 3.515393 -14.174355 2
-4.065342 2.749668 14.174355 3
-4.065342 2.749668 -14.174355 2
-4.537630 1.870186 14.174355 3
-4.537630 1.870186 -14.174355 2
-4.822189 0.913331 14.174355 3
-4.822189 0.913331 -14.174355 2
-4.907247 -0.081310 14.174355 3
-4.907247 -0.081310 -14.174355 2
-4.789284 -1.072587 14.174355 3
-4.789284 -1.072587 -14.174355 2
-4.473181 -2.019489 14.174355 3
-4.473181 -2.019489 -14.174355 2
-3.972015 -2.882842 14.174355 3
-3.972015 -2.882842 -14.174355 2
-3.306521 -3.626927 14.174355 3
-3.306521 -3.626927 -14.174355 2
-2.504231 -4.220961 14.174355 3
-2.504231 -4.220961 -14.174355 2
-1.598336 -4.640367 14.174355 3
-1.598336 -4.640367 -14.174355 2
-0.626315 -4.867794 14.174355 3
-0.626315 -4.867794 -14.174355 2
0.371617 -4.893831 14.174355 3
0.371617 -4.893831 -14.174355 2
1.354176 -4.717403 14.174355 3
1.354176 -4.717403 -14.174355 2
2.280709 -4.345809 14.174355 3
2.280709 -4.345809 -14.174355 2
3.112886 -3.794420 14.174355 3
3.112886 -3.794420 -14.174355 2
3.816278 -3.086050 14.174355 3
3.816278 -3.086050 -14.174355 2
4.361784 -2.250006 14.174355 3
4.361784 -2.250006 -14.174355 2
4.726836 -1.320874 14.174355 3
4.726836 -1.320874 -14.174355 2
4.896330 -0.337096 14.174355 3
4.896330 -0.337096 -14.174355 2
5.841275 0.000000 13.815915 3
5.841275 0.000000 -13.815915 2
5.755887 0.995122 13.815915 3
5.755887 0.995122 -13.815915 2
5.502216 1.961151 13.815915 3
5.502216 1.961151 -13.815915 2
5.087681 2.869843 13.815915 3
5.087681 2.869843 -13.815915 2
4.524400 3.694631 13.815915 3
4.524400 3.694631 -13.815915 2
3.828843 4.411401 13.815915 3
3.828843 4.411401 -13.815915 2
3.021344 4.999198 13.815915 3
3.021344 4.999198 -13.815915 2
2.125511 5.440836 13.815915 3
2.125511 5.440836 -13.815915 2
1.167537 5.723404 13.815915 3
1.167537 5.723404 -13.815915 2
0.175427 5.838640 13.815915 3
0.175427 5.838640 -13.815915 2
-0.821811 5.783176 13.815915 3
-0.821811 5.783176 -13.815915 2
-1.795022 5.558632 13.815915 3
-1.795022 5.558632 -13.815915 2
-2.715753 5.171575 13.815915 3
-2.715753 5.171575 -13.815915 2
-3.557086 4.633318 13.815915 3
-3.557086 4.633318 -13.815915 2
-4.294422 3.959601 13.815915 3
-4.294422 3.959601 -13.815915 2
-4.906205 3.170119 13.815915 3
-4.906205 3.170119 -13.815915 2
-5.374548 2.287954 13.815915 3
-5.374548 2.287954 -13.815915 2
-5.685759 1.338897 13.815915 3
-5.685759 1.338897 -13.815915 2
-5.830738 0.350696 13.815915 3
-5.830738 0.350696 -13.815915 2
-5.805248 -0.647758 13.815915 3
-5.805248 -0.647758 -13.815915 2
-5.610034 -1.627274 13.815915 3
-5.610034 -1.627274 -13.815915 2
-5.250802 -2.559214 13.815915 3
-5.250802 -2.559214 -13.815915 2
-4.738056 -3.416332 13.815915 3
-4.738056 -3.416332 -13.815915 2
-4.086786 -4.173569 13.815915 3
-4.086786 -4.173569 -13.815915 2
-3.316034 -4.808785 13.815915 3
-3.316034 -4.808785 -13.815915 2
-2.448333 -5.303411 13.815915 3
-2.448333 -5.303411 -13.815915 2
-1.509051 -5.642983 13.815915 3
-1.509051 -5.642983 -13.815915 2
-0.525650 -5.817576 13.815915 3
-0.525650 -5.817576 -13.815915 2
0.473119 -5.822083 13.815915 3
0.473119 -5.822083 -13.815915 2
1.458056 -5.656374 13.815915 3
1.458056 -5.656374 -13.815915 2
2.400365 -5.325293 13.815915 3
2.400365 -5.325293 -13.815915 2
3.272496 -4.838520 13.815915 3
3.272496 -4.838520 -13.815915 2
4.048950 -4.210285 13.815915 3
4.048950 -4.210285 -13.815915 2
4.707028 -3.458957 13.815915 3
4.707028 -3.458957 -13.815915 2
5.227489 -2.606502 13.815915 3
5.227489 -2.606502 -13.815915 2
5.595118 -1.677842 13.815915 3
5.595118 -1.677842 -13.815915 2
5.799165 -0.700127 13.815915 3
5.799165 -0.700127 -13.815915 2
6.730165 0.499543 13.396094 3
6.730165 0.499543 -13.396094 2
6.582664 1.487680 13.396094 3
6.582664 1.487680 -13.396094 2
6.290896 2.443213 13.396094 3
6.290896 2.443213 -13.396094 2
5.861254 3.345199 13.396094 3
5.861254 3.345199 -13.396094 2
5.303155 4.173871 13.396094 3
5.303155 4.173871 -13.396094 2
4.628831 4.911067 13.396094 3
4.628831 4.911067 -13.396094 2
3.853060 5.540631 13.396094 3
3.853060 5.540631 -13.396094 2
2.992843 6.048764 13.396094 3
2.992843 6.048764 -13.396094 2
2.067035 6.424331 13.396094 3
2.067035 6.424331 -13.396094 2
1.095924 6.659100 13.396094 3
1.095924 6.659100 -13.396094 2
0.100796 6.747925 13.396094 3
0.100796 6.747925 -13.396094 2
-0.896542 6.688862 13.396094 3
-0.896542 6.688862 -13.396094 2
-1.874231 6.483202 13.396094 3
-1.874231 6.483202 -13.396094 2
-2.810845 6.135455 13.396094 3
-2.810845 6.135455 -13.396094 2
-3.685854 5.653241 13.396094 3
-3.685854 5.653241 -13.396094 2
-4.480083 5.047129 13.396094 3
-4.480083 5.047129 -13.396094 2
-5.176125 4.330403 13.396094 3
-5.176125 4.330403 -13.396094 2
-5.758725 3.518770 13.396094 3
-5.758725 3.518770 -13.396094 2
-6.215116 2.630018 13.396094 3
-6.215116 2.630018 -13.396094 2
-6.535294 1.683626 13.396094 3
-6.535294 1.683626 -13.396094 2
-6.712242 0.700336 13.396094 3
