2.000000 0.000000 2
3.000000 1.000000 3
4.000000 2.000000 4
5.000000 3.000000 5
6.000000 4.000000 6
7.000000 5.000000 7
8.000000 6.000000 8
9.000000 7.000000 9
10.000000 8.000000 10
11.000000 9.000000 11
12.000000 10.000000 12
13.000000 11.000000 13
14.000000 12.000000 14
15.000000 13.000000 15
16.000000 14.000000 16
1.975071 0.099833 2
2.975071 1.099833 3
3.975071 2.099833 4
4.975071 3.099833 5
5.975071 4.099833 6
6.975071 5.099833 7
7.975071 6.099833 8
8.975071 7.099833 9
9.975071 8.099833 10
10.975071 9.099833 11
11.975071 10.099833 12
12.975071 11.099833 13
13.975071 12.099833 14
14.975071 13.099833 15
15.975071 14.099833 16
1.901128 0.198669 2
2.901128 1.198669 3
3.901128 2.198669 4
4.901127 3.198669 5
5.901127 4.198669 6
6.901127 5.198669 7
7.901127 6.198669 8
8.901128 7.198669 9
9.901128 8.198669 10
10.901128 9.198669 11
11.901128 10.198669 12
12.901128 11.198669 13
13.901128 12.198669 14
14.901128 13.198669 15
15.901128 14.198669 16
1.780672 0.295520 2
2.780672 1.295520 3
3.780672 2.295520 4
4.780672 3.295520 5
5.780672 4.295520 6
6.780672 5.295520 7
7.780672 6.295520 8
8.780672 7.295520 9
9.780672 8.295520 10
10.780672 9.295520 11
11.780672 10.295520 12
12.780672 11.295520 13
13.780672 12.295520 14
14.780672 13.295520 15
15.780672 14.295520 16
1.617768 0.389418 2
2.617768 1.389418 3
3.617768 2.389418 4
4.617768 3.389418 5
5.617768 4.389418 6
6.617768 5.389418 7
7.617768 6.389418 8
8.617767 7.389418 9
9.617767 8.389419 10
10.617767 9.389419 11
11.617767 10.389419 12
12.617767 11.389419 13
13.617767 12.389419 14
14.617767 13.389419 15
15.617767 14.389419 16
1.417885 0.479426 2
2.417885 1.479426 3
3.417885 2.479425 4
4.417885 3.479425 5
5.417885 4.479425 6
6.417885 5.479425 7
7.417885 6.479425 8
8.417885 7.479425 9
9.417885 8.479425 10
10.417885 9.479425 11
11.417885 10.479425 12
12.417885 11.479425 13
13.417885 12.479425 14
14.417885 13.479425 15
15.417885 14.479425 16
1.187693 0.564642 2
2.187693 1.564643 3
3.187693 2.564642 4
4.187693 3.564642 5
5.187693 4.564642 6
6.187693 5.564642 7
7.187693 6.564642 8
8.187694 7.564642 9
9.187694 8.564643 10
10.187694 9.564643 11
11.187694 10.564643 12
12.187694 11.564643 13
13.187694 12.564643 14
14.187694 13.564643 15
15.187694 14.564643 16
0.934809 0.644218 2
1.934809 1.644218 3
2.934809 2.644218 4
3.934809 3.644218 5
4.934809 4.644217 6
5.934809 5.644217 7
6.934809 6.644217 8
7.934809 7.644217 9
8.934809 8.644217 10
9.934809 9.644217 11
10.934809 10.644217 12
11.934809 11.644217 13
12.934809 12.644217 14
13.934809 13.644217 15
14.934809 14.644217 16
0.667507 0.717356 2
1.667507 1.717356 3
2.667507 2.717356 4
3.667507 3.717356 5
4.667507 4.717356 6
5.667507 5.717356 7
6.667507 6.717356 8
7.667507 7.717356 9
8.667507 8.717356 10
9.667507 9.717356 11
10.667507 10.717356 12
11.667507 11.717356 13
12.667507 12.717356 14
13.667507 13.717356 15
14.667507 14.717356 16
0.394408 0.783327 2
1.394408 1.783327 3
2.394408 2.783327 4
3.394408 3.783327 5
4.394408 4.783327 6
5.394408 5.783327 7
6.394408 6.783327 8
7.394408 7.783327 9
8.394407 8.783327 10
9.394407 9.783327 11
10.394407 10.783327 12
11.394407 11.783327 13
12.394407 12.783327 14
13.394407 13.783327 15
14.394407 14.783327 16
0.124155 0.841471 2
1.124155 1.841471 3
2.124155 2.841471 4
3.124155 3.841471 5
4.124155 4.841471 6
5.124155 5.841471 7
6.124155 6.841471 8
7.124155 7.841471 9
8.124155 8.841471 10
9.124155 9.841471 11
10.124155 10.841471 12
11.124155 11.841471 13
12.124155 12.841471 14
13.124155 13.841471 15
14.124155 14.841471 16
-0.134905 0.891207 2
0.865095 1.891207 3
1.865095 2.891207 4
2.865095 3.891207 5
3.865095 4.891207 6
4.865095 5.891207 7
5.865095 6.891207 8
6.865095 7.891207 9
7.865095 8.891208 10
8.865094 9.891208 11
9.865094 10.891208 12
10.865094 11.891208 13
11.865094 12.891208 14
12.865094 13.891208 15
13.865094 14.891208 16
-0.375036 0.932039 2
0.624964 1.932039 3
1.624964 2.932039 4
2.624964 3.932039 5
3.624964 4.932039 6
4.624964 5.932039 7
5.624964 6.932039 8
6.624964 7.932039 9
7.624964 8.932039 10
8.624964 9.932039 11
9.624964 10.932039 12
10.624964 11.932039 13
11.624964 12.932039 14
12.624964 13.932039 15
13.624964 14.932039 16
-0.589390 0.963558 2
0.410610 1.963558 3
1.410610 2.963558 4
2.410610 3.963558 5
3.410610 4.963558 6
4.410610 5.963558 7
5.410610 6.963558 8
6.410610 7.963558 9
7.410610 8.963558 10
8.410609 9.963558 11
9.410609 10.963558 12
10.410609 11.963558 13
11.410609 12.963558 14
12.410609 13.963558 15
13.410609 14.963558 16
-0.772256 0.985450 2
0.227744 1.985450 3
1.227744 2.985450 4
2.227744 3.985450 5
3.227744 4.985450 6
4.227745 5.985450 7
5.227745 6.985450 8
6.227745 7.985450 9
7.227745 8.985450 10
8.227744 9.985450 11
9.227744 10.985450 12
10.227744 11.985450 13
11.227744 12.985450 14
12.227744 13.985450 15
13.227744 14.985450 16
-0.919256 0.997495 2
0.080744 1.997495 3
1.080744 2.997495 4
2.080745 3.997495 5
3.080745 4.997495 6
4.080744 5.997495 7
5.080744 6.997495 8
6.080744 7.997495 9
7.080744 8.997495 10
8.080745 9.997495 11
9.080745 10.997495 12
10.080745 11.997495 13
11.080745 12.997495 14
12.080745 13.997495 15
13.080745 14.997495 16
-1.027495 0.999574 2
-0.027495 1.999574 3
0.972505 2.999574 4
1.972505 3.999574 5
2.972506 4.999574 6
3.972506 5.999574 7
4.972506 6.999574 8
5.972506 7.999574 9
6.972506 8.999574 10
7.972506 9.999574 11
8.972506 10.999574 12
9.972506 11.999574 13
10.972506 12.999574 14
11.972506 13.999574 15
12.972506 14.999574 16
-1.095643 0.991665 2
-0.095643 1.991665 3
0.904357 2.991665 4
1.904357 3.991665 5
2.904357 4.991665 6
3.904357 5.991665 7
4.904357 6.991665 8
5.904357 7.991665 9
6.904357 8.991665 10
7.904357 9.991665 11
8.904357 10.991665 12
9.904357 11.991665 13
10.904357 12.991665 14
11.904357 13.991665 15
12.904357 14.991665 16
-1.123960 0.973848 2
-0.123961 1.973848 3
0.876039 2.973848 4
1.876040 3.973848 5
2.876040 4.973847 6
3.876040 5.973847 7
4.876040 6.973847 8
5.876040 7.973847 9
6.876040 8.973847 10
7.876040 9.973847 11
8.876040 10.973847 12
9.876040 11.973847 13
10.876040 12.973847 14
11.876040 13.973847 15
12.876040 14.973847 16
-1.114257 0.946300 2
-0.114257 1.946300 3
0.885743 2.946300 4
1.885743 3.946300 5
2.885743 4.946300 6
3.885743 5.946300 7
4.885743 6.946300 8
5.885743 7.946300 9
6.885743 8.946300 10
7.885743 9.946300 11
8.885743 10.946300 12
9.885743 11.946300 13
10.885743 12.946300 14
11.885743 13.946300 15
12.885743 14.946300 16
-1.069790 0.909297 2
-0.069790 1.909297 3
0.930210 2.909297 4
1.930210 3.909297 5
2.930210 4.909297 6
3.930210 5.909297 7
4.930210 6.909297 8
5.930210 7.909297 9
6.930210 8.909297 10
7.930210 9.909297 11
8.930210 10.909297 12
9.930210 11.909297 13
10.930210 12.909297 14
11.930210 13.909297 15
12.930210 14.909297 16
-0.995107 0.863209 2
0.004893 1.863209 3
1.004893 2.863209 4
2.004893 3.863209 5
3.004893 4.863209 6
4.004893 5.863209 7
5.004893 6.863209 8
6.004893 7.863209 9
7.004893 8.863210 10
8.004893 9.863210 11
9.004893 10.863210 12
10.004893 11.863210 13
11.004893 12.863210 14
12.004893 13.863210 15
13.004893 14.863210 16
-0.895834 0.808496 2
0.104166 1.808496 3
1.104166 2.808496 4
2.104166 3.808496 5
3.104166 4.808496 6
4.104166 5.808496 7
5.104166 6.808496 8
6.104166 7.808496 9
7.104166 8.808496 10
8.104166 9.808496 11
9.104166 10.808496 12
10.104166 11.808496 13
11.104166 12.808496 14
12.104166 13.808496 15
13.104166 14.808496 16
-0.778429 0.745705 2
0.221571 1.745705 3
1.221571 2.745705 4
2.221571 3.745705 5
3.221571 4.745705 6
4.221571 5.745705 7
5.221571 6.745705 8
6.221571 7.745705 9
7.221571 8.745706 10
8.221571 9.745706 11
9.221571 10.745706 12
10.221571 11.745706 13
11.221571 12.745706 14
12.221571 13.745706 15
13.221571 14.745706 16
-0.649895 0.675463 2
0.350105 1.675463 3
1.350105 2.675463 4
2.350105 3.675463 5
3.350105 4.675463 6
4.350105 5.675463 7
5.350105 6.675463 8
6.350105 7.675463 9
7.350105 8.675464 10
8.350105 9.675464 11
9.350105 10.675464 12
10.350105 11.675464 13
11.350105 12.675464 14
12.350105 13.675464 15
13.350105 14.675464 16
-0.517482 0.598472 2
0.482518 1.598472 3
1.482518 2.598472 4
2.482518 3.598472 5
3.482518 4.598472 6
4.482518 5.598472 7
5.482518 6.598472 8
6.482518 7.598472 9
7.482518 8.598473 10
8.482518 9.598473 11
9.482518 10.598473 12
10.482518 11.598473 13
11.482518 12.598473 14
12.482518 13.598473 15
13.482518 14.598473 16
-0.388373 0.515502 2
0.611628 1.515502 3
1.611627 2.515502 4
2.611628 3.515502 5
3.611628 4.515501 6
4.611628 5.515501 7
5.611628 6.515501 8
6.611628 7.515501 9
7.611628 8.515502 10
8.611628 9.515502 11
9.611628 10.515502 12
10.611628 11.515502 13
11.611628 12.515502 14
12.611628 13.515502 15
13.611628 14.515502 16
-0.269380 0.427380 2
0.730620 1.427380 3
1.730620 2.427380 4
2.730620 3.427380 5
3.730620 4.427380 6
4.730620 5.427380 7
5.730620 6.427380 8
6.730620 7.427380 9
7.730620 8.427381 10
8.730620 9.427381 11
9.730620 10.427381 12
10.730620 11.427381 13
11.730620 12.427381 14
12.730620 13.427381 15
13.730620 14.427381 16
-0.166657 0.334989 2
0.833343 1.334989 3
1.833343 2.334989 4
2.833343 3.334989 5
3.833343 4.334989 6
4.833343 5.334989 7
5.833343 6.334989 8
6.833343 7.334989 9
7.833343 8.334989 10
8.833344 9.334989 11
9.833344 10.334989 12
10.833344 11.334989 13
11.833344 12.334989 14
12.833344 13.334989 15
13.833344 14.334989 16
-0.085439 0.239250 2
0.914561 1.239250 3
1.914561 2.239250 4
2.914561 3.239250 5
3.914561 4.239250 6
4.914561 5.239250 7
5.914561 6.239250 8
6.914561 7.239250 9
7.914561 8.239250 10
8.914561 9.239250 11
9.914561 10.239250 12
10.914561 11.239250 13
11.914561 12.239250 14
12.914561 13.239250 15
13.914561 14.239250 16
-0.029823 0.141121 2
0.970177 1.141121 3
1.970178 2.141121 4
2.970177 3.141121 5
3.970177 4.141121 6
4.970178 5.141121 7
5.970178 6.141121 8
6.970178 7.141121 9
7.970178 8.141121 10
8.970178 9.141121 11
9.970178 10.141121 12
10.970178 11.141121 13
11.970178 12.141121 14
12.970178 13.141121 15
13.970178 14.141121 16
-0.002593 0.041581 2
0.997407 1.041582 3
1.997407 2.041581 4
2.997407 3.041581 5
3.997407 4.041582 6
4.997407 5.041582 7
5.997407 6.041582 8
6.997407 7.041582 9
7.997407 8.041581 10
8.997407 9.041581 11
9.997407 10.041581 12
10.997407 11.041581 13
11.997407 12.041581 14
12.997407 13.041581 15
13.997407 14.041581 16
-0.005110 -0.058373 2
0.994890 0.941627 3
1.994890 1.941627 4
2.994890 2.941627 5
3.994890 3.941627 6
4.994890 4.941627 7
5.994890 5.941627 8
6.994890 6.941627 9
7.994890 7.941627 10
8.994890 8.941627 11
9.994890 9.941627 12
10.994890 10.941627 13
11.994890 11.941627 14
12.994890 12.941627 15
13.994890 13.941627 16
-0.037247 -0.157745 2
0.962753 0.842255 3
1.962753 1.842255 4
2.962753 2.842255 5
3.962753 3.842255 6
4.962753 4.842255 7
5.962753 5.842255 8
6.962753 6.842255 9
7.962753 7.842255 10
8.962753 8.842256 11
9.962753 9.842256 12
10.962753 10.842256 13
11.962753 11.842256 14
12.962753 12.842256 15
13.962753 13.842256 16
-0.097400 -0.255540 2
0.902600 0.744460 3
1.902600 1.744460 4
2.902600 2.744460 5
3.902600 3.744460 6
4.902600 4.744460 7
5.902600 5.744460 8
6.902600 6.744460 9
7.902600 7.744460 10
8.902600 8.744460 11
9.902600 9.744460 12
10.902600 10.744460 13
11.902600 11.744460 14
12.902600 12.744460 15
13.902600 13.744460 16
-0.182553 -0.350782 2
0.817447 0.649218 3
1.817447 1.649218 4
2.817447 2.649218 5
3.817447 3.649218 6
4.817447 4.649218 7
5.817447 5.649218 8
6.817447 6.649218 9
7.817447 7.649218 10
8.817447 8.649218 11
9.817447 9.649218 12
10.817447 10.649218 13
11.817447 11.649218 14
12.817447 12.649218 15
13.817447 13.649218 16
-0.288406 -0.442519 2
0.711594 0.557481 3
1.711594 1.557481 4
2.711594 2.557481 5
3.711594 3.557481 6
4.711595 4.557481 7
5.711595 5.557481 8
6.711595 6.557481 9
7.711595 7.557481 10
8.711595 8.557481 11
9.711595 9.557481 12
10.711595 10.557481 13
11.711595 11.557481 14
12.711595 12.557481 15
13.711595 13.557481 16
-0.409551 -0.529835 2
0.590449 0.470165 3
1.590449 1.470165 4
2.590449 2.470165 5
3.590449 3.470165 6
4.590449 4.470165 7
5.590449 5.470165 8
6.590449 6.470165 9
7.590449 7.470165 10
8.590449 8.470165 11
9.590449 9.470165 12
10.590449 10.470165 13
11.590449 11.470165 14
12.590449 12.470165 15
13.590449 13.470165 16
-0.539706 -0.611857 2
0.460294 0.388143 3
1.460294 1.388143 4
2.460294 2.388143 5
3.460294 3.388143 6
4.460294 4.388143 7
5.460294 5.388143 8
6.460294 6.388143 9
7.460294 7.388143 10
8.460294 8.388144 11
9.460294 9.388144 12
10.460294 10.388144 13
11.460294 11.388144 14
12.460294 12.388144 15
13.460294 13.388144 16
-0.671975 -0.687765 2
0.328025 0.312235 3
1.328025 1.312235 4
2.328025 2.312235 5
3.328025 3.312235 6
4.328025 4.312235 7
5.328025 5.312235 8
6.328025 6.312235 9
7.328025 7.312235 10
8.328025 8.312235 11
9.328025 9.312235 12
